recrd,vesslterms,feature_type,chart,latitude,longitude,gp_quality,depth,sounding_type,yearsunk,history,quasou,watlev
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14919",44.851131,-87.3866982,,0.6,,,,value reported (not confirmed),always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 14919",44.8797365,-87.4238822,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14919",44.901766,-87.4055348,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14919",44.8954517,-87.3931037,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14919",44.8947704,-87.3919311,,,,,,,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 14919",44.8391145,-87.2719115,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14909",45.0592793,-87.1168138,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14909",45.3405289,-86.9378563,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14909",45.3408608,-86.9377581,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14909",45.3396828,-86.9325583,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14909",45.3417139,-86.9357494,,,,,,,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 14909",45.3379157,-86.9068815,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14909",45.4007198,-86.8554745,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14909",45.4020053,-86.8536924,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14909",45.4024635,-86.8522871,,,,,,,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,chart 14975",46.6549817,-92.2017689,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 14975",46.7128856,-92.0282095,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 14975",46.7339173,-92.1544283,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,chart 14975",46.7382328,-92.0941251,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 14975",46.7488974,-92.0765213,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 14975",46.751367,-92.0749841,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 14975",46.7365947,-92.0538183,,1.2,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Bp189031",46.7583861,-92.1040319,,3.3,,,,,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 14974",46.6046254,-90.94704,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14974",46.5875528,-90.9042093,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14974",46.5988151,-90.8772076,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14974",46.6007953,-90.8781482,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14924",42.9996089,-87.88458,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14924",43.0080426,-87.9141147,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14924",43.0081695,-87.9138725,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14924",42.9975428,-87.8569766,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 14924",43.0571316,-87.8953278,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 14924",43.0575147,-87.8953207,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14904",42.5907106,-87.8190532,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14904",43.3909687,-87.8630877,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,reprt,DD-24040",9.4198227,-79.8078995,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,reprt,DD-24040",9.4263952,-79.8299849,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,DD-24040",9.3852614,-79.834187,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,reprt,DD-24040",9.3510609,-79.9890213,,,,,,,always dry
,,Wrecks - Visible,"US,US,reprt,DD-24040",9.5555,-79.6568451,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,reprt,DD-24040",9.4005811,-79.8186143,,5.1,,,,,always under water/submerged
,,Wrecks - Visible,"US,US,reprt,L-1453/14",18.6772976,-72.7753525,,,,,,,always dry
,,Wrecks - Visible,"US,US,reprt,L-1453/14",18.5527592,-72.550354,,,,,,,always dry
,,Wrecks - Visible,"US,US,reprt,L-1453/14",19.728714,-71.9186859,,,,,,,always dry
,M/V Dona,"Wrecks - Submerged, nondangerous","US,US,reprt,L-352/06",59.1999394,-152.4997643,,,,,,depth unknown,always under water/submerged
,F/V American Eagle,"Wrecks - Submerged, nondangerous","US,US,reprt,L-352/06",59.2419225,-152.3811335,,,,,,depth unknown,always under water/submerged
,M/V Vigilant,Wrecks - Visible,"US,US,reprt,17thCGD,LNM 35/09",59.16335,-151.5650222,,,,,58ft F/V,,partly submerged at high water
,,"Wrecks - Submerged, nondangerous","US,US,graph,chart 16640",59.2621464,-152.0264222,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,chart 16640",59.2381145,-151.8943739,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 16640",59.1828974,-151.5830105,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,chart 16640",59.5287088,-151.7116806,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 16640",59.2450647,-151.3955966,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 16640",59.7940756,-151.9158694,,10.9,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,L-992/08",59.6256944,-151.4198056,,0,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 16660",60.29967,-151.485149,,10.6,,,,least depth known,always under water/submerged
,,Wrecks - Visible,"US,US,graph,chart 16660",60.738517,-151.325818,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,chart 16660",60.77151,-151.736562,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 16660",60.936461,-151.104155,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 16660",60.943624,-151.082263,,17.5,,,,least depth known,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 16700",60.1735249,-147.1405661,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 16700",60.2382524,-146.9878723,,,,,,,always dry
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 16700",60.207137,-146.718526,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 16700",59.4258283,-146.3589371,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 16700",59.434334,-146.351907,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 16700",60.2364249,-146.400965,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 16700",60.263739,-146.949525,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 16700",60.3437143,-147.0011851,,,,,,,always dry
,,"Wrecks - Submerged, nondangerous","US,US,graph,chart 16680",59.4656158,-150.1689042,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,chart 16680",60.1136856,-149.3823094,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,chart 16680",60.0882059,-149.3591482,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 16680",60.0393102,-149.0404108,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 16700",59.749688,-148.249856,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 16700",59.9651528,-147.7039389,,3.6,,,,least depth known,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 16700",60.226917,-147.705827,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 16760",58.66398,-137.71805,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 16760",59.52828,-139.83805,,,,,,depth unknown,always under water/submerged
,,,"US,US,graph,Chart 16760",59.55183,-139.78283,,21.9,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 16760",59.43764,-139.5941,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 17300",58.975119,-135.224578,,,,,,depth unknown,always under water/submerged
,Wanderer,"Wrecks - Submerged, dangerous","US,US,reprt,17thCGD,LNM 33/14",57.7791667,-135.0583333,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 17320",57.4794874,-134.8780839,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 17320",57.6124427,-136.1338743,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 17360",56.0709418,-133.0796459,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 17360",56.3808163,-133.7033922,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 17360",56.3353667,-132.3478194,,1.8,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 17360",56.189376,-132.4329777,,10,,,,least depth known,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 17360",57.1317884,-133.3906826,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 17360",57.078863,-132.7975227,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 17400",54.614011,-133.546439,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 17420",54.7197394,-132.2016463,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 17420",55.2878209,-132.0858545,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 17420",54.9168229,-131.5309173,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 17420",55.5339285,-132.1017737,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 17420",54.7379252,-131.9900291,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 17300",58.374745,-135.915832,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 17300",57.945537,-136.65854,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,chart 16540",55.336654,-160.5388294,,,,,,,covers and uncovers
,,Wrecks - Visible,"US,US,graph,chart 16540",55.336565,-160.5225923,,,,,,,covers and uncovers
,,Wrecks - Visible,"US,US,graph,chart 16540",55.35746,-160.4727991,,,,,,,always dry
,,"Wrecks - Submerged, nondangerous","US,US,graph,chart 16540",55.5061757,-160.2167258,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 16580",56.7277678,-153.9821987,,,,,reported,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 16580",57.0502832,-153.9349943,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 16580",56.2773321,-152.2116538,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 16580",58.0259795,-154.5961023,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 16580",58.4153346,-153.9173869,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 16580",57.9651657,-153.5355013,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 16580",58.0085769,-153.4050797,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 16580",57.8897804,-152.4680919,,,,,,,always dry
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 16580",57.3869717,-151.7637438,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 16580",57.6244954,-152.0872116,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 16580",57.7515293,-152.2663456,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,reprt,L-352/06",57.5733333,-151.9816667,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 16580",57.8489685,-152.2160943,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 16580",57.9159974,-152.2026275,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 16580",57.783302,-152.1012863,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 16580",57.9487334,-151.9157233,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,chart 16500",53.1613669,-168.781531,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 16500",53.2502519,-168.2054,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,chart 16500",53.3150775,-168.4357279,,,,,,,always dry
,F/V America Star,"Wrecks - Submerged, nondangerous","US,US,reprt,L-29/09 (NWID: 16726)",54.1733333,-167.285,,,,,,depth unknown,always under water/submerged
,F/V Desperado,"Wrecks - Submerged, nondangerous","US,US,reprt,L-352/06",54.15,-167.2483333,,,,,,depth unknown,always under water/submerged
,T&T,"Wrecks - Submerged, nondangerous","US,US,reprt,L-352/06",54.16,-167.1366667,,,,,,depth unknown,always under water/submerged
,Qanirtuuq Princess,"Wrecks - Submerged, nondangerous","US,US,reprt,L-352/06",54.1637167,-167.1222333,,,,,,depth unknown,always under water/submerged
,KP21,"Wrecks - Submerged, nondangerous","US,US,reprt,L-352/06",54.1735833,-167.1241833,,,,,,depth unknown,always under water/submerged
,F/V Genie Maru No.7,"Wrecks - Submerged, nondangerous","US,US,reprt,L-352/06",54.1766667,-167.1116667,,,,,,depth unknown,always under water/submerged
,Maren 1,"Wrecks - Submerged, nondangerous","US,US,reprt,L-352/06",54.2083333,-167.1266667,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,H-11643",54.3793855,-165.6396619,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,chart 16520",54.7369605,-165.6030488,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,L-574/06",54.4166389,-164.8411389,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,reprt,DD-9808",54.3041655,-162.6772317,,,,,,,always dry
,,Wrecks - Visible,"US,US,reprt,DD-9811",54.6641664,-163.1057667,,,,,,,always dry
,,Wrecks - Visible,"US,US,reprt,DD-9811",54.857419,-162.5291623,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,chart 16520",54.9571574,-162.5932625,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,chart 16520",54.8565475,-162.258233,,,,,,,always dry
,,"Wrecks - Submerged, nondangerous","US,US,graph,chart 16520",55.0000544,-164.8545386,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,chart 16520",55.3193669,-163.5192939,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,chart 16520",55.2773041,-162.9591678,,,,,,,always dry
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 16421",52.294178,173.875363,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 16421",52.9467361,173.2765797,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 16421",52.9300566,173.1313792,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 16421",52.9763537,173.2350129,,,,,Reported,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 16421",52.730251,174.070209,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 16440",51.9652,177.55561,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 16440",51.43927,178.31865,,,,,Sunken ship is loaded with explosives. Vessels are warned to stay well clear of the area.,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 16440",51.47349,179.18555,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 16460",51.2498827,-179.14924,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,chart 16460",51.24843,-179.07627,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,chart 16460",51.31706,-178.97158,,,,,,,always dry
,,"Wrecks - Submerged, nondangerous","US,US,graph,chart 16460",52.1406676,-176.5262262,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 16200",64.5689465,-163.7477457,,,,,,,always dry
,,Wrecks - Visible,"US,US,reprt,L-1181/05",65.33435,-166.7436167,,,,,,depth unknown,covers and uncovers
,,,"US,US,graph,chart 16240",63.04449,-163.35416,,2.1,,,,"least depth unknown, safe clearance at value shown",always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 16240",63.51772,-162.02835,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,reprt,17thCGD,LNM 09/94",57.0966667,-171.2066667,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 18640",37.6684119,-122.9441205,,49.3,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18640",38.9886496,-123.7082853,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 18640",37.6167659,-122.6253155,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 18640",38.0006668,-123.0502355,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 18640",38.3498792,-123.0833322,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,11CGD,LNM13/14",38.4779667,-123.1839667,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18620",39.537838,-123.7850217,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 18620",39.0665696,-123.7338628,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 18620",40.7748054,-124.4756221,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 18680",37.4998616,-122.8675774,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18680",37.108048,-122.31133,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 18680",37.294773,-122.429554,,,,,,,always dry
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 18680",37.3931445,-122.8852625,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 18680",37.416736,-122.668031,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 18680",37.1833816,-122.4197409,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 18720",33.2426037,-118.8322106,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 18720",33.8240566,-120.5815168,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 18720",34.4475116,-120.0223954,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,reprt,L-1155/05",33.6665208,-118.8328796,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 18720",34.0658277,-119.1432356,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 18720",33.2926,-120.1000203,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 18720",34.0964721,-119.0910632,,,,,,,always dry
,,"Wrecks - Submerged, nondangerous","US,US,reprt,11thCGD,WN 471011",33.46,-119.8216667,,113.3,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,HS-11951",34.4354806,-120.3901056,,16.4,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,H-11952 (NWID: 17002), M-L-906-KR-08",34.4451389,-120.4471944,,4.2,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18740",32.7864737,-117.27622,,18.2,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,11thCGD,LNM 32/11",32.4935131,-117.2276235,,,,,Sunken barge,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18740",33.6980478,-118.3328934,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18740",33.6520159,-118.0502211,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18740",32.5367281,-117.2087451,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18740",33.6986018,-118.3133784,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18740",33.6256205,-117.9992826,,14.6,,,,value reported (not confirmed),always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 18740",33.0067363,-117.2875261,,,,,,,covers and uncovers
,,"Wrecks - Submerged, nondangerous","US,US,reprt,L-736/07",33.35,-118,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 18740",33.5417788,-118.2172555,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 18740",33.3666354,-117.749877,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,reprt,L-210/06",33.548,-118.5281167,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,reprt,L-351/06",32.5902882,-117.3981226,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,reprt,L-351/06",32.5952234,-117.4048535,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 18740",33.6460562,-118.1996395,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,reprt,L-1251/07",33.332,-117.9998167,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,reprt,L-1564/06",33.3366404,-117.9782991,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 18740",32.6086594,-117.3677129,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 18740",33.341341,-117.8274614,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,reprt,11thCGD,LNM 22/13",32.772735,-117.2854284,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,reprt,L-10/07",33.4006644,-118.049843,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 18740",32.5352078,-117.2407367,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 18740",33.5990854,-118.28392,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18740",32.4514518,-119.1261379,,0.9,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 18700",35.6002486,-121.284486,,,,,,depth unknown,always under water/submerged
,Nash,"Wrecks - Submerged, nondangerous","US,US,reprt,L-1523/14",34.3520333,-120.8559944,,,,,Scuttled barge,,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12200",37.9580611,-75.0063222,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12200",37.5321109,-75.2319549,,18.2,"Wire-drag clearance, feet/fathoms",,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 12200",38.2504361,-74.8674972,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12200",38.5820352,-74.7469907,,17.3,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,DD-20992",37.8677833,-75.0572167,,20.1,,,,least depth known,always under water/submerged
,,,"US,US,reprt,L-893/10",38.1481667,-74.9472223,,7.3,,,,,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,reprt,L-1207/10",36.8612222,-75.6051667,,13.7,,,,,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12200",38.3988001,-74.6765797,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12200",36.5970974,-75.7057127,,15.5,,,,value reported (not confirmed),always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12200",37.7882463,-74.693527,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,L-1027/08",38.1531111,-74.9683889,,12.2,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,H-11555",38.4613137,-74.8207206,,18.6,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12200",38.5026258,-74.7290074,,27.4,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12200",35.5147965,-75.0171764,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12200",38.5398139,-74.6988778,,17.3,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12200",35.8209574,-74.9021878,,69.4,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12200",38.5986846,-74.6571554,,23.7,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12200",38.7734277,-74.7395222,,15.5,,,,least depth known,always under water/submerged
